Instance,Bound,Incumbent
organic-synthesis-split-opt18-strips-p10,47.0,47.0
organic-synthesis-split-opt18-strips-p11,73.0,73.0
organic-synthesis-split-opt18-strips-p12,39.0,39.0
organic-synthesis-split-opt18-strips-p13,231.40500738036218,250.0
organic-synthesis-split-opt18-strips-p14,55.0,55.0
organic-synthesis-split-opt18-strips-p15,201.99999999999991,245.0
organic-synthesis-split-opt18-strips-p16,103.0,103.0
organic-synthesis-split-opt18-strips-p17,224.0,479.0
organic-synthesis-split-opt18-strips-p18,163.0,627.0
organic-synthesis-split-opt18-strips-p19,155.0,155.0
organic-synthesis-split-opt18-strips-p20,268.0,435.0
organic-synthesis-split-sat18-strips-p01,216.0,216.0
organic-synthesis-split-sat18-strips-p02,247.0,247.0
organic-synthesis-split-sat18-strips-p03,246.0,246.0
organic-synthesis-split-sat18-strips-p04,158.0,158.0
organic-synthesis-split-sat18-strips-p05,224.0,224.0
organic-synthesis-split-sat18-strips-p06,45.0,45.0
organic-synthesis-split-sat18-strips-p07,48.0,48.0
organic-synthesis-split-sat18-strips-p08,108.0,108.0
organic-synthesis-split-sat18-strips-p09,126.0,238.0
organic-synthesis-split-sat18-strips-p10,237.22609366652708,318.0
organic-synthesis-split-sat18-strips-p11,177.0,362.0
organic-synthesis-split-sat18-strips-p12,300.0,429.0
organic-synthesis-split-sat18-strips-p13,322.0,486.0
organic-synthesis-split-sat18-strips-p14,433.0,25202.0
organic-synthesis-split-sat18-strips-p15,273.0,273.0
organic-synthesis-split-sat18-strips-p16,540.0,540.0
organic-synthesis-split-sat18-strips-p17,293.0,580.0
organic-synthesis-split-sat18-strips-p18,480.0,803.0
organic-synthesis-split-sat18-strips-p19,83.0,1e+20
organic-synthesis-split-sat18-strips-p20,218.0,17002.0
parcprinter-08-strips-p01,169009.0,169009.0
parcprinter-08-strips-p02,438047.0,438047.0
parcprinter-08-strips-p03,807114.0,807114.0
parcprinter-08-strips-p04,876094.0,876094.0
parcprinter-08-strips-p05,1145132.0,1145132.0
parcprinter-08-strips-p06,1514199.0,1514199.0
parcprinter-08-strips-p07,1383121.0,1383121.0
parcprinter-08-strips-p08,1852217.0,1852217.0
parcprinter-08-strips-p09,2121255.0,2121255.0
parcprinter-08-strips-p10,2490322.0,2490322.0
parcprinter-08-strips-p11,165989.0,165989.0
parcprinter-08-strips-p12,425725.0,425725.0
parcprinter-08-strips-p13,591714.0,591714.0
parcprinter-08-strips-p14,851450.0,851450.0
parcprinter-08-strips-p15,1323035.0,1323035.0
parcprinter-08-strips-p16,1370922.0,1370922.0
parcprinter-08-strips-p17,1443164.0,1443164.0
parcprinter-08-strips-p18,1890394.0,1890394.0
parcprinter-08-strips-p19,2579475.0,2579475.0
parcprinter-08-strips-p20,2246727.0,2246727.0
parcprinter-08-strips-p21,143411.0,143411.0
parcprinter-08-strips-p22,375821.0,375821.0
parcprinter-08-strips-p23,519232.0,519232.0
parcprinter-08-strips-p24,751642.0,751642.0
parcprinter-08-strips-p25,1196842.0,1196842.0
parcprinter-08-strips-p26,1216462.0,1216462.0
parcprinter-08-strips-p27,1270874.0,1270874.0
parcprinter-08-strips-p28,1681282.0,1681282.0
parcprinter-08-strips-p29,2343271.0,2343271.0
parcprinter-08-strips-p30,2002896.0,2002896.0
parcprinter-opt11-strips-p01,375821.0,375821.0
parcprinter-opt11-strips-p02,438047.0,438047.0
parcprinter-opt11-strips-p03,425725.0,425725.0
parcprinter-opt11-strips-p04,876094.0,876094.0
parcprinter-opt11-strips-p05,519232.0,519232.0
parcprinter-opt11-strips-p06,1514199.0,1514199.0
parcprinter-opt11-strips-p07,1145132.0,1145132.0
parcprinter-opt11-strips-p08,751642.0,751642.0
parcprinter-opt11-strips-p09,591714.0,591714.0
parcprinter-opt11-strips-p10,1196842.0,1196842.0
parcprinter-opt11-strips-p11,1216462.0,1216462.0
parcprinter-opt11-strips-p12,851450.0,851450.0
parcprinter-opt11-strips-p13,1383121.0,1383121.0
parcprinter-opt11-strips-p14,1852217.0,1852217.0
parcprinter-opt11-strips-p15,2121255.0,2121255.0
parcprinter-opt11-strips-p16,2490322.0,2490322.0
parcprinter-opt11-strips-p17,1323035.0,1323035.0
parcprinter-opt11-strips-p18,1370922.0,1370922.0
parcprinter-opt11-strips-p19,1443164.0,1443164.0
parcprinter-opt11-strips-p20,1270874.0,1270874.0
parcprinter-sat11-strips-p01,1383121.0,1383121.0
parcprinter-sat11-strips-p02,1852217.0,1852217.0
parcprinter-sat11-strips-p03,2490322.0,2490322.0
parcprinter-sat11-strips-p04,2246727.0,2246727.0
parcprinter-sat11-strips-p05,1216462.0,1216462.0
parcprinter-sat11-strips-p06,1270874.0,1270874.0
parcprinter-sat11-strips-p07,2121255.0,2121255.0
parcprinter-sat11-strips-p08,1681282.0,1681282.0
parcprinter-sat11-strips-p09,2343271.0,2343271.0
parcprinter-sat11-strips-p10,2002896.0,2002896.0
parcprinter-sat11-strips-p11,1629147.0,1629147.0
parcprinter-sat11-strips-p12,2828340.0,2828340.0
parcprinter-sat11-strips-p13,3335367.0,3335367.0
parcprinter-sat11-strips-p14,2578705.0,2578705.0
parcprinter-sat11-strips-p15,2494225.0,2494225.0
parcprinter-sat11-strips-p16,2826203.0,2826203.0
parcprinter-sat11-strips-p17,1526454.0,1526454.0
parcprinter-sat11-strips-p18,2319652.0,2319652.0
parcprinter-sat11-strips-p19,2981641.0,2981641.0
parcprinter-sat11-strips-p20,2289718.0,2289718.0
parking-opt11-strips-pfile03-011,10.0,10.0
parking-opt11-strips-pfile03-012,14.0,14.0
parking-opt11-strips-pfile04-013,17.0,17.0
parking-opt11-strips-pfile04-014,16.0,16.0
parking-opt11-strips-pfile04-015,15.0,15.0
parking-opt11-strips-pfile04-016,16.0,16.0
parking-opt11-strips-pfile05-017,19.0,19.0
parking-opt11-strips-pfile05-018,17.0,17.0
parking-opt11-strips-pfile05-019,19.0,19.0
parking-opt11-strips-pfile05-020,19.0,19.0
parking-opt11-strips-pfile06-021,21.0,21.0
parking-opt11-strips-pfile06-022,23.0,23.0
parking-opt11-strips-pfile06-023,21.0,21.0
parking-opt11-strips-pfile06-024,21.0,21.0
parking-opt11-strips-pfile07-025,23.0,23.0
parking-opt11-strips-pfile07-026,21.0,21.0
parking-opt11-strips-pfile07-027,23.0,23.0
parking-opt11-strips-pfile07-028,24.0,24.0
parking-opt11-strips-pfile08-029,25.0,25.0
parking-opt11-strips-pfile08-030,25.0,25.0
parking-opt14-strips-p_12_7-01,13.0,13.0
parking-opt14-strips-p_12_7-02,12.0,12.0
parking-opt14-strips-p_12_7-03,13.0,13.0
parking-opt14-strips-p_12_7-04,14.0,14.0
parking-opt14-strips-p_14_8-01,16.0,16.0
parking-opt14-strips-p_14_8-02,16.0,16.0
parking-opt14-strips-p_14_8-03,16.0,16.0
parking-opt14-strips-p_14_8-04,16.0,16.0
parking-opt14-strips-p_16_9-01,19.0,19.0
parking-opt14-strips-p_16_9-02,17.0,17.0
parking-opt14-strips-p_16_9-03,17.0,17.0
parking-opt14-strips-p_16_9-04,18.0,18.0
parking-opt14-strips-p_18_10-01,23.0,23.0
parking-opt14-strips-p_18_10-02,20.0,20.0
parking-opt14-strips-p_18_10-03,19.0,19.0
parking-opt14-strips-p_18_10-04,21.0,21.0
parking-opt14-strips-p_20_11-01,22.0,22.0
parking-opt14-strips-p_20_11-02,21.0,21.0
parking-opt14-strips-p_20_11-03,23.0,23.0
parking-opt14-strips-p_20_11-04,23.0,23.0
parking-sat11-strips-pfile08-031,24.0,24.0
parking-sat11-strips-pfile08-032,25.0,25.0
parking-sat11-strips-pfile09-033,27.0,27.0
parking-sat11-strips-pfile09-034,27.0,27.0
parking-sat11-strips-pfile09-035,27.0,27.0
parking-sat11-strips-pfile09-036,26.0,26.0
parking-sat11-strips-pfile10-037,29.0,29.0
parking-sat11-strips-pfile10-038,29.0,29.0
parking-sat11-strips-pfile10-039,28.0,28.0
parking-sat11-strips-pfile10-040,28.0,28.0
parking-sat11-strips-pfile11-041,32.0,32.0
parking-sat11-strips-pfile11-042,31.0,31.0
parking-sat11-strips-pfile11-043,32.0,32.0
parking-sat11-strips-pfile11-044,29.0,29.0
parking-sat11-strips-pfile12-045,35.0,35.0
parking-sat11-strips-pfile12-046,35.0,35.0
parking-sat11-strips-pfile12-047,36.0,36.0
parking-sat11-strips-pfile12-048,37.0,37.0
parking-sat11-strips-pfile13-049,35.0,35.0
parking-sat11-strips-pfile13-050,36.0,36.0
parking-sat14-strips-p_28_2,32.0,32.0
parking-sat14-strips-p_28_3,30.0,30.0
parking-sat14-strips-p_30_1,34.0,34.0
parking-sat14-strips-p_30_2,33.0,33.0
parking-sat14-strips-p_30_3,34.0,34.0
parking-sat14-strips-p_32_1,34.0,34.0
parking-sat14-strips-p_32_2,37.0,37.0
parking-sat14-strips-p_32_3,36.0,36.0
parking-sat14-strips-p_34_1,38.0,38.0
parking-sat14-strips-p_34_2,38.0,38.0
parking-sat14-strips-p_34_3,38.0,38.0
parking-sat14-strips-p_36_1,40.0,40.0
parking-sat14-strips-p_36_2,41.0,41.0
parking-sat14-strips-p_36_3,39.0,39.0
parking-sat14-strips-p_38_1,41.0,41.0
parking-sat14-strips-p_38_2,42.0,42.0
parking-sat14-strips-p_38_3,41.0,41.0
parking-sat14-strips-p_40_1,44.0,44.0
parking-sat14-strips-p_40_2,42.0,42.0
parking-sat14-strips-p_40_3,45.0,45.0
pathways-p01,6.0,6.0
pathways-p02,12.0,12.0
pathways-p03,16.0,16.0
pathways-p04,15.0,15.0
pathways-p05,29.0,29.0
pathways-p06,46.0,46.0
pathways-p07,46.0,46.0
pathways-p08,66.0,66.0
pathways-p09,50.0,50.0
pathways-p10,58.0,58.0
pathways-p11,54.0,54.0
pathways-p12,80.0,80.0
pathways-p13,75.0,75.0
pathways-p14,76.0,76.0
pathways-p15,78.0,78.0
pathways-p16,89.0,89.0
pathways-p17,97.0,97.0
pathways-p18,98.0,98.0
pathways-p19,106.0,106.0
pathways-p20,102.0,102.0
pathways-p21,106.0,106.0
pathways-p22,106.0,106.0
pathways-p23,112.0,112.0
pathways-p24,117.0,117.0
pathways-p25,127.0,127.0
pathways-p26,129.0,129.0
pathways-p27,127.0,127.0
pathways-p28,127.0,127.0
pathways-p29,141.0,141.0
pathways-p30,131.0,131.0
pegsol-08-strips-p01,2.0,2.0
pegsol-08-strips-p02,2.0,2.0
pegsol-08-strips-p03,1.0,1.0
pegsol-08-strips-p04,3.0,3.0
pegsol-08-strips-p05,2.0,2.0
pegsol-08-strips-p06,3.0,3.0
pegsol-08-strips-p07,3.0,3.0
pegsol-08-strips-p08,3.0,3.0
pegsol-08-strips-p09,3.0,3.0
pegsol-08-strips-p10,3.0,3.0
pegsol-08-strips-p11,3.0,3.0
pegsol-08-strips-p12,3.0,3.0
pegsol-08-strips-p13,4.0,4.0
pegsol-08-strips-p14,4.0,4.0
pegsol-08-strips-p15,4.0,4.0
pegsol-08-strips-p16,6.0,6.0
pegsol-08-strips-p17,4.0,4.0
pegsol-08-strips-p18,5.0,5.0
pegsol-08-strips-p19,5.0,5.0
pegsol-08-strips-p20,3.0,3.0
pegsol-08-strips-p21,5.0,5.0
pegsol-08-strips-p22,4.0,4.0
pegsol-08-strips-p23,5.0,5.0
pegsol-08-strips-p24,5.0,5.0
pegsol-08-strips-p25,4.0,4.0
pegsol-08-strips-p26,5.0,5.0
pegsol-08-strips-p27,5.0,5.0
pegsol-08-strips-p28,9.0,9.0
pegsol-08-strips-p29,8.0,8.0
pegsol-08-strips-p30,13.0,13.0
pegsol-opt11-strips-p01,2.0,2.0
pegsol-opt11-strips-p02,4.0,4.0
pegsol-opt11-strips-p03,5.0,5.0
pegsol-opt11-strips-p04,5.0,5.0
pegsol-opt11-strips-p05,7.0,7.0
pegsol-opt11-strips-p06,5.0,5.0
pegsol-opt11-strips-p07,4.0,4.0
pegsol-opt11-strips-p08,3.0,3.0
pegsol-opt11-strips-p09,4.0,4.0
pegsol-opt11-strips-p10,5.0,5.0
pegsol-opt11-strips-p11,4.0,4.0
pegsol-opt11-strips-p12,6.0,6.0
pegsol-opt11-strips-p13,5.0,5.0
pegsol-opt11-strips-p14,5.0,5.0
pegsol-opt11-strips-p15,4.0,4.0
pegsol-opt11-strips-p16,5.0,5.0
pegsol-opt11-strips-p17,5.0,5.0
pegsol-opt11-strips-p18,9.0,9.0
pegsol-opt11-strips-p19,8.0,8.0
pegsol-opt11-strips-p20,13.0,13.0
pegsol-sat11-strips-p01,4.0,4.0
pegsol-sat11-strips-p02,5.0,5.0
pegsol-sat11-strips-p03,5.0,5.0
pegsol-sat11-strips-p04,7.0,7.0
pegsol-sat11-strips-p05,5.0,5.0
pegsol-sat11-strips-p06,4.0,4.0
pegsol-sat11-strips-p07,4.0,4.0
pegsol-sat11-strips-p08,6.0,6.0
pegsol-sat11-strips-p09,5.0,5.0
pegsol-sat11-strips-p10,3.0,3.0
pegsol-sat11-strips-p11,5.0,5.0
pegsol-sat11-strips-p12,5.0,5.0
pegsol-sat11-strips-p13,4.0,4.0
pegsol-sat11-strips-p14,4.0,4.0
pegsol-sat11-strips-p15,4.0,4.0
pegsol-sat11-strips-p16,5.0,5.0
pegsol-sat11-strips-p17,5.0,5.0
pegsol-sat11-strips-p18,9.0,9.0
pegsol-sat11-strips-p19,8.0,8.0
pegsol-sat11-strips-p20,13.0,13.0
petri-net-alignment-opt18-strips-p01,7.0,7.0
petri-net-alignment-opt18-strips-p02,18.0,18.0
petri-net-alignment-opt18-strips-p03,33.0,33.0
petri-net-alignment-opt18-strips-p04,47.0,47.0
petri-net-alignment-opt18-strips-p05,42.0,42.0
petri-net-alignment-opt18-strips-p06,63.0,63.0
petri-net-alignment-opt18-strips-p07,57.0,57.0
petri-net-alignment-opt18-strips-p08,71.0,71.0
petri-net-alignment-opt18-strips-p09,59.0,59.0
petri-net-alignment-opt18-strips-p10,89.0,89.0
petri-net-alignment-opt18-strips-p11,65.0,65.0
petri-net-alignment-opt18-strips-p12,86.0,86.0
petri-net-alignment-opt18-strips-p13,84.0,84.0
petri-net-alignment-opt18-strips-p14,75.0,75.0
petri-net-alignment-opt18-strips-p15,83.0,83.0
petri-net-alignment-opt18-strips-p16,74.0,74.0
petri-net-alignment-opt18-strips-p17,86.0,86.0
petri-net-alignment-opt18-strips-p18,77.0,77.0
petri-net-alignment-opt18-strips-p19,63.0,63.0
petri-net-alignment-opt18-strips-p20,84.0,84.0
pipesworld-notankage-p01-net1-b6-g2,5.0,5.0
pipesworld-notankage-p02-net1-b6-g4,7.0,7.0
pipesworld-notankage-p03-net1-b8-g3,7.0,7.0
pipesworld-notankage-p04-net1-b8-g5,7.0,7.0
pipesworld-notankage-p05-net1-b10-g4,7.0,7.0
pipesworld-notankage-p06-net1-b10-g6,9.0,9.0
pipesworld-notankage-p07-net1-b12-g5,8.0,8.0
pipesworld-notankage-p08-net1-b12-g7,10.0,10.0
pipesworld-notankage-p09-net1-b14-g6,13.0,13.0
pipesworld-notankage-p10-net1-b14-g8,17.0,17.0
pipesworld-notankage-p11-net2-b10-g2,11.0,11.0
pipesworld-notankage-p12-net2-b10-g4,13.0,13.0
pipesworld-notankage-p13-net2-b12-g3,12.0,12.0
pipesworld-notankage-p14-net2-b12-g5,18.0,18.0
pipesworld-notankage-p15-net2-b14-g4,14.0,14.0
pipesworld-notankage-p16-net2-b14-g6,19.0,19.0
pipesworld-notankage-p17-net2-b16-g5,12.0,12.0
pipesworld-notankage-p18-net2-b16-g7,18.0,18.0
pipesworld-notankage-p19-net2-b18-g6,20.0,20.0
pipesworld-notankage-p20-net2-b18-g8,23.0,23.0
pipesworld-notankage-p21-net3-b12-g2,9.0,9.0
pipesworld-notankage-p22-net3-b12-g4,19.0,19.0
pipesworld-notankage-p23-net3-b14-g3,14.0,14.0
pipesworld-notankage-p24-net3-b14-g5,18.0,18.0
pipesworld-notankage-p25-net3-b16-g5,20.0,20.0
pipesworld-notankage-p26-net3-b16-g7,24.0,24.0
pipesworld-notankage-p27-net3-b18-g6,19.0,19.0
pipesworld-notankage-p28-net3-b18-g7,25.0,25.0
pipesworld-notankage-p29-net3-b20-g6,21.0,21.0
pipesworld-notankage-p30-net3-b20-g8,30.0,30.0
pipesworld-notankage-p31-net4-b14-g3,18.0,18.0
pipesworld-notankage-p32-net4-b14-g5,20.0,20.0
pipesworld-notankage-p33-net4-b16-g5,18.0,18.0
pipesworld-notankage-p34-net4-b16-g6,24.0,24.0
pipesworld-notankage-p35-net4-b18-g4,16.0,16.0
pipesworld-notankage-p36-net4-b18-g6,18.0,18.0
pipesworld-notankage-p37-net4-b20-g5,14.0,14.0
pipesworld-notankage-p38-net4-b20-g7,18.0,18.0
pipesworld-notankage-p39-net4-b22-g7,20.0,20.0
pipesworld-notankage-p40-net4-b22-g8,22.0,22.0
pipesworld-notankage-p41-net5-b22-g2,8.0,8.0
pipesworld-notankage-p42-net5-b22-g4,16.0,16.0
pipesworld-notankage-p43-net5-b24-g3,18.0521254979526,20.0
pipesworld-notankage-p44-net5-b24-g5,20.868339271923166,23.0
pipesworld-notankage-p45-net5-b26-g4,19.434403406104682,24.0
pipesworld-notankage-p46-net5-b26-g6,24.070051005227466,29.0
pipesworld-notankage-p47-net5-b28-g5,26.286608528912005,35.0
pipesworld-notankage-p48-net5-b28-g7,31.096243644746888,41.0
pipesworld-notankage-p49-net5-b30-g6,22.083841368205473,28.0
pipesworld-notankage-p50-net5-b30-g8,27.985694713942408,38.0
pipesworld-tankage-p01-net1-b6-g2-t50,5.0,5.0
pipesworld-tankage-p02-net1-b6-g4-t50,7.0,7.0
pipesworld-tankage-p03-net1-b8-g3-t80,7.0,7.0
pipesworld-tankage-p04-net1-b8-g5-t80,7.0,7.0
pipesworld-tankage-p05-net1-b10-g4-t50,7.0,7.0
pipesworld-tankage-p06-net1-b10-g6-t50,9.0,9.0
pipesworld-tankage-p07-net1-b12-g5-t80,8.0,8.0
pipesworld-tankage-p08-net1-b12-g7-t80,10.0,10.0
pipesworld-tankage-p09-net1-b14-g6-t50,13.0,13.0
pipesworld-tankage-p10-net1-b14-g8-t50,17.0,17.0
pipesworld-tankage-p11-net2-b10-g2-t30,12.0,12.0
pipesworld-tankage-p12-net2-b10-g4-t60,13.0,13.0
pipesworld-tankage-p13-net2-b12-g3-t70,12.0,12.0
pipesworld-tankage-p14-net2-b12-g5-t30,19.0,19.0
pipesworld-tankage-p15-net2-b14-g4-t30,14.0,14.0
pipesworld-tankage-p16-net2-b14-g6-t80,19.0,19.0
pipesworld-tankage-p17-net2-b16-g5-t20,13.0,13.0
pipesworld-tankage-p18-net2-b16-g7-t60,18.0,18.0
pipesworld-tankage-p19-net2-b18-g6-t60,20.0,20.0
pipesworld-tankage-p20-net2-b18-g8-t90,23.0,23.0
pipesworld-tankage-p21-net3-b12-g2-t60,9.0,9.0
pipesworld-tankage-p22-net3-b12-g4-t60,19.0,19.0
pipesworld-tankage-p23-net3-b14-g3-t60,15.0,15.0
pipesworld-tankage-p24-net3-b14-g5-t60,19.0,19.0
pipesworld-tankage-p25-net3-b16-g5-t60,20.0,20.0
pipesworld-tankage-p26-net3-b16-g7-t70,24.0,24.0
pipesworld-tankage-p27-net3-b18-g6-t70,19.0,19.0
pipesworld-tankage-p28-net3-b18-g7-t70,26.0,26.0
pipesworld-tankage-p29-net3-b20-g6-t70,21.0,21.0
pipesworld-tankage-p30-net3-b20-g8-t70,30.0,30.0
pipesworld-tankage-p31-net4-b14-g3-t20,19.0,19.0
pipesworld-tankage-p32-net4-b14-g5-t30,20.0,20.0
pipesworld-tankage-p33-net4-b16-g5-t60,19.0,19.0
pipesworld-tankage-p34-net4-b16-g6-t60,21.21679926811215,25.0
pipesworld-tankage-p35-net4-b18-g4-t90,13.348185885408414,16.0
pipesworld-tankage-p36-net4-b18-g6-t90,18.0,18.0
pipesworld-tankage-p37-net4-b20-g5-t60,14.0,14.0
pipesworld-tankage-p38-net4-b20-g7-t60,17.098058820632062,18.0
pipesworld-tankage-p39-net4-b22-g7-t50,18.189897535199798,21.0
pipesworld-tankage-p40-net4-b22-g8-t50,19.9544664939196,22.0
pipesworld-tankage-p41-net5-b22-g2-t20,8.0,8.0
pipesworld-tankage-p42-net5-b22-g4-t50,14.45000755365702,18.0
pipesworld-tankage-p43-net5-b24-g3-t80,14.9560476377692,21.0
pipesworld-tankage-p44-net5-b24-g5-t80,16.182958171984826,24.0
pipesworld-tankage-p45-net5-b26-g4-t50,16.497121060705002,23.0
pipesworld-tankage-p46-net5-b26-g6-t50,21.257004081263695,32.0
pipesworld-tankage-p47-net5-b28-g5-t50,21.970414353072595,35.0
pipesworld-tankage-p48-net5-b28-g7-t50,26.195366246944754,39.0
pipesworld-tankage-p49-net5-b30-g6-t50,18.066936840078412,28.0
pipesworld-tankage-p50-net5-b30-g8-t50,23.8454700144993,39.0
psr-small-p01-s2-n1-l2-f50,1.0,1.0
psr-small-p02-s5-n1-l3-f30,1.0,1.0
psr-small-p03-s7-n1-l3-f70,1.0,1.0
psr-small-p04-s8-n1-l4-f10,1.0,1.0
psr-small-p05-s9-n1-l4-f30,1.0,1.0
psr-small-p06-s10-n1-l4-f50,1.0,1.0
psr-small-p07-s11-n1-l4-f70,1.0,1.0
psr-small-p08-s12-n1-l5-f10,1.0,1.0
psr-small-p09-s13-n1-l5-f30,1.0,1.0
psr-small-p10-s17-n2-l2-f30,2.0,2.0
psr-small-p11-s18-n2-l2-f50,2.0,2.0
psr-small-p12-s21-n2-l3-f30,2.0,2.0
psr-small-p13-s22-n2-l3-f50,3.0,3.0
psr-small-p14-s23-n2-l3-f70,2.0,2.0
psr-small-p15-s24-n2-l4-f10,2.0,2.0
psr-small-p16-s29-n2-l5-f30,3.0,3.0
psr-small-p17-s30-n2-l5-f50,2.0,2.0
psr-small-p18-s31-n2-l5-f70,2.0,2.0
psr-small-p19-s33-n3-l2-f30,5.0,5.0
psr-small-p20-s34-n3-l2-f50,3.0,3.0
psr-small-p21-s35-n3-l2-f70,3.0,3.0
psr-small-p22-s37-n3-l3-f30,4.0,4.0
psr-small-p23-s38-n3-l3-f50,3.0,3.0
psr-small-p24-s39-n3-l3-f70,3.0,3.0
psr-small-p25-s40-n3-l4-f10,2.0,2.0
psr-small-p26-s41-n3-l4-f30,3.0,3.0
psr-small-p27-s42-n3-l4-f50,3.0,3.0
psr-small-p28-s43-n3-l4-f70,3.0,3.0
psr-small-p29-s45-n3-l5-f30,5.0,5.0
psr-small-p30-s46-n3-l5-f50,3.0,3.0
psr-small-p31-s49-n4-l2-f30,4.0,4.0
psr-small-p32-s50-n4-l2-f50,4.0,4.0
psr-small-p33-s51-n4-l2-f70,4.0,4.0
psr-small-p34-s55-n4-l3-f70,4.0,4.0
psr-small-p35-s57-n5-l2-f30,4.0,4.0
psr-small-p36-s65-n6-l2-f30,6.0,6.0
psr-small-p37-s67-n6-l2-f70,6.0,6.0
psr-small-p38-s78-n3-l3-f50,3.0,3.0
psr-small-p39-s79-n3-l3-f70,3.0,3.0
psr-small-p40-s80-n3-l4-f10,3.0,3.0
psr-small-p41-s81-n3-l4-f30,3.0,3.0
psr-small-p42-s82-n3-l4-f50,4.0,4.0
psr-small-p43-s83-n3-l4-f70,4.0,4.0
psr-small-p44-s89-n4-l2-f30,5.0,5.0
psr-small-p45-s94-n4-l3-f50,4.0,4.0
psr-small-p46-s97-n5-l2-f30,5.0,5.0
psr-small-p47-s98-n5-l2-f50,4.0,4.0
psr-small-p48-s101-n5-l3-f30,5.0,5.0
psr-small-p49-s105-n6-l2-f30,7.0,7.0
psr-small-p50-s107-n6-l2-f70,6.0,6.0
rovers-p01,9.0,9.0
rovers-p02,7.0,7.0
rovers-p03,9.0,9.0
rovers-p04,8.0,8.0
rovers-p05,18.0,18.0
rovers-p06,27.0,27.0
rovers-p07,15.0,15.0
rovers-p08,21.0,21.0
rovers-p09,24.0,24.0
rovers-p10,26.0,26.0
rovers-p11,24.0,24.0
rovers-p12,16.0,16.0
rovers-p13,32.0,32.0
rovers-p14,22.0,22.0
rovers-p15,29.0,29.0
rovers-p16,30.0,30.0
rovers-p17,36.0,36.0
rovers-p18,31.0,31.0
rovers-p19,45.0,45.0
rovers-p20,58.0,58.0
rovers-p21,41.0,41.0
rovers-p22,46.0,46.0
rovers-p23,53.0,53.0
rovers-p24,65.0,65.0
rovers-p25,25.0,25.0
rovers-p26,40.0,40.0
rovers-p27,59.0,59.0
rovers-p28,52.0,52.0
rovers-p29,43.0,43.0
rovers-p30,70.0,70.0
rovers-p31,69.0,69.0
rovers-p32,100.0,100.0
rovers-p33,126.0,126.0
rovers-p34,87.0,87.0
rovers-p35,176.0,176.0
rovers-p36,115.0,115.0
rovers-p37,163.0,163.0
rovers-p38,146.0,146.0
rovers-p39,190.0,190.0
rovers-p40,186.0,186.0
satellite-p01-pfile1,8.0,8.0
satellite-p02-pfile2,12.0,12.0
satellite-p03-pfile3,10.0,10.0
satellite-p04-pfile4,17.0,17.0
satellite-p05-pfile5,14.0,14.0
satellite-p06-pfile6,18.0,18.0
satellite-p07-pfile7,20.0,20.0
satellite-p08-pfile8,24.0,24.0
satellite-p09-pfile9,26.0,26.0
satellite-p10-pfile10,29.0,29.0
satellite-p11-pfile11,31.0,31.0
satellite-p12-pfile12,42.0,42.0
satellite-p13-pfile13,55.0,55.0
satellite-p14-pfile14,39.0,39.0
satellite-p15-pfile15,44.0,44.0
satellite-p16-pfile16,45.0,45.0
satellite-p17-pfile17,41.0,41.0
satellite-p18-pfile18,31.0,31.0
satellite-p19-pfile19,58.0,58.0
satellite-p20-pfile20,74.0,74.0
satellite-p21-HC-pfile1,72.0,72.0
satellite-p22-HC-pfile2,89.0,89.0
satellite-p23-HC-pfile3,99.0,99.0
satellite-p24-HC-pfile4,137.0,137.0
satellite-p25-HC-pfile5,125.0,125.0
satellite-p26-HC-pfile6,134.0,134.0
satellite-p27-HC-pfile7,134.0,134.0
satellite-p28-HC-pfile8,191.0,191.0
satellite-p29-HC-pfile9,185.0,185.0
satellite-p30-HC-pfile10,226.0,226.0
satellite-p31-HC-pfile11,267.0,267.0
satellite-p32-HC-pfile12,364.0,364.0
satellite-p33-HC-pfile13,460.0,460.0
satellite-p34-HC-pfile14,285.0,285.0
satellite-p35-HC-pfile15,374.0,374.0
satellite-p36-HC-pfile16,356.0,356.0
scanalyzer-08-strips-p01,18.0,18.0
scanalyzer-08-strips-p02,20.0,20.0
scanalyzer-08-strips-p03,22.0,22.0
scanalyzer-08-strips-p04,24.0,24.0
scanalyzer-08-strips-p05,27.0,27.0
scanalyzer-08-strips-p06,30.0,30.0
scanalyzer-08-strips-p07,30.0,30.0
scanalyzer-08-strips-p08,34.0,34.0
scanalyzer-08-strips-p09,38.0,38.0
scanalyzer-08-strips-p10,36.0,36.0
scanalyzer-08-strips-p11,41.0,41.0
scanalyzer-08-strips-p12,46.0,46.0
scanalyzer-08-strips-p13,42.0,42.0
scanalyzer-08-strips-p14,48.0,48.0
scanalyzer-08-strips-p15,54.0,54.0
scanalyzer-08-strips-p16,48.0,48.0
scanalyzer-08-strips-p17,55.0,55.0
scanalyzer-08-strips-p18,62.0,62.0
scanalyzer-08-strips-p19,54.0,54.0
scanalyzer-08-strips-p20,62.0,62.0
scanalyzer-08-strips-p21,70.0,70.0
scanalyzer-08-strips-p22,12.0,12.0
scanalyzer-08-strips-p23,12.0,12.0
scanalyzer-08-strips-p24,12.0,12.0
scanalyzer-08-strips-p25,24.0,24.0
scanalyzer-08-strips-p26,26.0,26.0
scanalyzer-08-strips-p27,28.0,28.0
scanalyzer-08-strips-p28,36.0,36.0
scanalyzer-08-strips-p29,40.0,40.0
scanalyzer-08-strips-p30,40.22222222222222,46.0
